,school,sex,age,Medu,Fedu,at_home,health,other,services,teacher,F at_home,F health,F other,F services,F teacher,father,mother,other,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,goout,Dalc,Walc,health,absences
208,1,0,16,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,1,3,1,1,3,0
209,1,1,17,2,4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,1,2,1,1,5,8
210,1,0,17,4,4,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,3,1,2,5,4
211,1,0,16,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,0,0,1,0,1,1,1,4,3,5,3,16
212,1,1,17,4,4,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,0,1,1,4,2,3,2,30
213,1,1,16,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,1,1,2,1,2,3,0
214,1,1,16,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,5,1,5,2,2
215,1,1,16,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,1,1,0,3,1,3,4,4
216,1,1,17,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,0,4,1,3,1,0
217,1,1,17,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,2,1,2,3,21
218,1,1,16,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2,4,0,0,1,0,1,1,1,5,1,1,5,6
219,1,1,17,3,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,1,1,0,1,1,3,3,4,5,14
220,1,1,16,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,3,2,2,4,2
221,1,1,16,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,2,1,1,1,4
222,1,1,16,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,1,0,2,1,4,5,2
223,1,1,17,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,2,3,0,0,1,0,1,1,1,2,1,1,4,0
224,1,1,19,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,0,0,1,0,1,1,1,3,1,2,3,4
225,1,0,17,4,4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,5,4,5,3,15
226,1,1,16,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,1,1,4,1,1,4,0
227,1,0,18,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,4,2,4,5,10
228,1,1,17,4,4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,2,3,6
229,1,1,17,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,1,1,4,1,3,1,2
230,1,1,17,4,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,1,5,2,4,1,16
231,1,0,18,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1,1,4,2,4,4,10
232,1,1,17,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,3,1,4,3,4
233,1,1,17,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1,0,1,1,1,3,1,1,4,0
234,1,1,17,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,1,1,1,5,1,2,5,0
235,1,1,17,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,1,1,0,4,1,1,5,12
236,1,1,16,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,1,1,1,1,1,3,0
237,1,0,18,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,3,0,1,1,0,1,1,3,5,5,4,9
238,1,1,16,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0,0,1,0,1,1,1,2,1,1,5,4
239,1,1,18,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,3,1,1,4,4
240,1,1,17,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,4,1,3,3,2
241,1,0,17,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,1,1,3,1,3,3,0
242,1,0,18,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,1,1,0,1,1,1,2,4,5,3,2
243,1,1,17,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,1,1,1,3,1,2,3,0
244,1,1,17,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,1,3,1,2,3,0
245,1,0,17,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,0,1,1,1,2,1,1,1,0
246,1,0,17,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,1,1,0,1,1,1,5,1,3,2,0
247,1,0,16,4,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,1,1,1,4,2,4,1,0
248,1,0,16,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,1,5,2
249,1,0,16,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,1,1,1,3,1,3,2,0
250,1,0,17,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,1,2,5,5,4,0
251,1,1,16,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,1,1,5,4
252,1,1,16,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,3,1,2,5,0
253,1,1,18,2,4,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,1,0,1,0,0,1,1,3,1,1,3,18
254,1,1,18,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,0,1,1,1,1,1,5,16
255,1,1,18,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,1,3,14
256,1,0,18,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,3,2,2,1,26
257,1,0,17,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,2,5,6
258,1,1,17,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,0,2,1,1,3,4
259,1,1,17,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1,0,1,1,1,2,1,2,4,10
260,1,1,16,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,5,1,2,5,4
261,1,1,17,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,0,0,0,1,1,0,1,1,1,3,2
262,1,1,17,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,1,0,1,0,0,1,1,4,1,1,5,14
263,1,0,18,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,1,4,3,5,2,16
264,1,1,17,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,1,1,8
265,1,1,17,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,1,1,1,3,1,3,5,4
266,1,1,17,4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,0,2,1,1,4,4
267,1,0,17,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,1,1,5,1,4,5,8
268,1,0,17,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,1,1,3,2,3,4,0
269,1,0,16,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,5,1,1,3,7
270,1,0,16,4,4,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,2,1,2,5,4
271,1,1,17,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,1,1,0,1,1,1,1,4,5,2
272,1,0,17,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,1,1,3,1,1,1,2
273,1,1,17,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,2,3,0,0,1,0,0,1,1,2,2,3,5,10
274,1,1,17,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,2,1,1,4,10
275,1,1,18,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,0,0,1,0,0,1,1,4,1,1,3,10
276,1,0,16,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,1,1,3,1,1,4,7
277,1,1,17,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,1,0,4,1,2,5,4
278,1,0,17,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,1,2,1,1,2,2
279,1,0,22,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0,0,1,5,5,5,1,12
280,1,0,18,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,1,3,1,3,5,8
281,1,0,16,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,2,4,5,0
282,1,0,18,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,5,2,4,5,8
283,1,0,16,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1,1,0,0,1,1,3,1,3,2,4
284,1,0,18,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,5,2,5,5,4
285,1,0,16,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,1,0,2,1,3,3,2
286,1,0,17,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,2,4,5,0
287,1,0,17,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,1,0,1,1,1,4,1,2,5,0
288,1,1,18,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,4,1,3,5,2
289,1,1,17,4,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0,0,1,0,1,1,1,3,1,1,4,2
290,1,1,19,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,1,3,1,1,5,0
291,1,0,18,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,2,1,0,0,0,1,0,1,5,4,4,5,4
292,1,1,17,4,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,1,1,1,4,1,3,5,2
293,1,1,18,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0,1,0,3,2,3,3,4
294,1,1,18,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,3,1,1,5,4
295,1,0,19,4,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,1,1,1,1,1,4
296,1,0,18,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,4,1,2,4,2
297,1,0,17,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,2,1,1,4,0
298,1,1,17,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,1,1,1,1,1,1,2,2
299,1,1,20,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,1,1,0,1,3,1,2,2,8
300,1,1,18,4,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,1,1,2,1,3,2,2
301,1,0,18,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,2,1,1,3,2
302,1,0,18,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,1,1,0,2,1,1,3,2
303,1,1,17,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,1,1,0,3,1,1,4,2
304,1,1,18,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,1,0,1,1,1,3,1,1,3,0
305,1,0,17,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,4,2,3,4,8
306,1,0,18,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,1,1,1,5,3,4,1,6
307,1,0,17,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,4,3,4,5,0
308,1,1,18,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,1,1,4,2,2,4,8
309,1,0,18,4,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,1,1,1,5,1,3,5,4
310,1,1,18,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,0,1,5,1,2,3,12
311,1,1,19,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,1,1,5,3,3,5,16
312,1,1,18,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0,0,1,0,1,1,1,5,1,3,2,10
313,1,1,18,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,1,0,3,1,1,3,2
314,1,0,17,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1,0,2,2,2,1,2
315,1,1,18,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,5,1,2,1,8
316,1,1,17,2,4,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,1,0,0,1,1,3,1,1,1,6
317,1,1,17,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,1,1,0,0,1,1,4,2,3,5,6
318,1,1,18,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,1,1,1,5,15
319,1,0,18,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,1,1,4,1,4,3,6
320,1,1,18,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,1,0,1,1,1,4,1,1,4,2
321,1,1,17,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,3,3,0,0,1,0,0,1,1,3,1,1,1,8
322,1,1,19,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,1,1,0,0,0,1,3,4,3,3,0
323,1,0,18,4,3,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,1,1,3,1,2,1,0
324,1,0,18,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,4,2,4,4,10
325,1,0,17,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,1,1,4,2,4,5,22
326,1,0,17,3,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,4,3,4,3,18
327,1,1,18,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,4,0,0,1,0,1,1,0,2,1,1,3,2
328,1,1,18,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,1,1,1,4,1,1,4,0
329,1,1,17,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,5,1,2,5,12
330,1,1,18,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,1,1,1,1,1,5,10
331,1,0,17,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,1,3,1,2,4,0
332,1,1,18,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0,1,1,3,1,2,2,0
333,1,1,17,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,1,1,3,1,1,3,0
334,1,0,18,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,1,1,1,4,1,3,2,0
335,1,0,18,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,1,0,1,1,1,3,1,1,2,0
336,1,0,18,4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,2,1,4,5,2
337,1,1,17,4,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,1,0,0,1,1,2,1,2,3,0
338,1,1,17,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,0,0,1,0,0,1,0,2,1,1,3,0
339,1,0,18,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,2,3,0,0,1,0,1,1,1,2,1,1,4,0
340,1,0,17,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,3,1,3,5,0
341,1,1,19,4,4,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,1,1,1,4,2,3,2,2
342,1,1,18,4,3,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,0,1,1,5,1,2,2,0
343,1,1,18,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,4,0,0,1,0,0,1,1,3,1,1,3,0
344,1,0,18,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,2,2,2,1,0
345,1,1,18,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,1,0,1,1,4,1,1,4,0
346,1,0,17,4,4,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,1,1,2,2,5,0
347,1,1,17,4,4,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,0,0,1,0,1,1,1,4,1,1,5,0
348,1,1,17,4,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,0,1,0,0,1,1,3,1,1,3,0
349,1,1,17,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,1,0,1,1,1,2,1,2,5,0
350,1,0,19,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,3,1,0,0,0,1,1,1,1,1,1,5,0
351,1,0,20,3,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,1,1,0,3,1,1,5,0
352,1,0,19,3,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,3,1,2,5,0
353,1,1,18,1,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,1,1,0,0,1,0,4,1,2,5,2
354,1,1,18,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,1,1,1,3,1,2,1,2
355,1,1,17,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,1,1,1,1,1,3,2
356,1,1,17,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,4,1,1,5,2
357,1,1,18,4,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,1,1,1,4,1,1,5,2
358,1,1,18,4,3,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,1,4,1,4,1,8
359,1,1,17,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,1,0,1,1,1,4,2,5,5,2
360,1,1,18,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,1,1,4,1,1,3,8
361,1,0,19,4,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,1,1,1,4,1,1,1,9
362,1,1,18,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,4,3,3,5,0
363,1,1,18,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,4,1,1,1,4
364,1,1,17,4,4,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,4,1,2,5,2
365,1,1,17,4,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,1,2,1,2,5,14
366,1,1,17,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,1,1,3,1,1,5,0
367,1,1,17,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,1,3,2,2,2,2
368,1,0,18,4,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,5,3,4,5,2
369,1,1,19,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,0,0,0,0,1,0,0,5,4,3,5,12
370,1,1,19,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,2,0,1,0,0,1,1,4,1,1,4,2
371,1,1,18,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,5,2,4,5,2
372,1,1,17,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,0,2,1,1,3,4
373,1,1,17,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,0,0,1,0,1,1,1,2,2,2,3,0
374,1,1,17,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,0,0,1,0,0,1,1,3,2,3,5,0
375,1,1,17,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,1,3,2,3,2,0
376,1,1,18,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,1,1,1,5,1,2,2,0
377,1,0,18,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,1,1,1,3,2,2,3,0
378,1,0,17,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,5,3,5,5,0
379,1,0,17,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,4,1,0,0,1,0,0,1,1,5,5,5,4,2
380,1,1,17,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0,0,1,0,1,1,1,4,1,3,4,0
381,1,1,17,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,2,3,0,0,1,0,0,1,1,3,1,2,4,4
382,1,1,17,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,5,2,5,5,2
383,1,0,18,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,0,0,1,1,1,1,1,5,2,4,5,0
384,1,0,19,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,4,2,2,5,0
385,1,1,18,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,0,0,0,1,1,0,5,1,1,2,2
386,1,1,17,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,1,0,0,1,1,3,1,1,5,0
387,1,0,18,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,1,2,5,6
388,1,1,18,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,1,4,1,1,4,8
389,1,1,18,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,1,3,1,1,2,0
390,1,1,18,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,4,0,0,0,0,1,1,0,4,1,1,4,6
391,1,1,17,3,4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,1,1,5,1,3,5,8
392,1,1,17,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,2,2,3,2,0
393,1,1,18,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0,0,1,0,0,1,1,3,1,1,1,4
394,1,1,17,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,3,2,3,2,0
395,1,0,18,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,1,0,1,1,1,3,2,2,2,0
396,1,0,18,3,4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,3,1,3,5,6
397,1,1,17,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,2,4,18
398,1,1,18,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,1,1,3,1,2,3,0
399,1,1,18,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,1,1,3,2,3,1,4
400,1,0,18,4,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,1,1,2,1,2,4,4
401,1,0,18,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,1,1,5,2,3,5,0
402,1,1,17,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,1,1,1,3,1,3,4,0
403,1,1,17,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,1,1,1,4,2,2,1,10
404,1,1,17,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,5,2,4,4,4
405,1,1,19,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,1,3,3,4,5,16
406,1,1,17,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,2,1,1,3,6
407,1,1,21,4,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,2,0,0,1,1,1,1,2,1,1,5,0
408,1,0,18,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,1,0,1,4,1,3,3,11
409,1,0,18,3,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,1,5,1,4,2,9
410,1,1,17,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,1,1,1,4,1,3,4,0
411,1,0,17,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,1,1,2,1,2,4,2
412,1,1,18,4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,2,1,1,3,0
413,1,0,21,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,1,0,1,0,1,3,5,2,4,21
414,1,1,20,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,1,1,2,1,3,3,8
415,1,1,19,4,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,5,4,4,5,5
416,1,0,17,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,1,4,1,2,5,10
417,1,1,18,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,1,0,0,1,1,4,1,2,2,5
